state_code,district_code,level_name,statename,districtname,date,value,variable,graph_title
32,599,district,Kerala,Pathanamthitta,2001-01-01,1234016.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
32,600,district,Kerala,Kollam,2001-01-01,2585208.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
32,601,district,Kerala,Thiruvananthapuram,2001-01-01,3234356.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,602,district,Tamil Nadu,Thiruvallur,2001-01-01,2754756.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,603,district,Tamil Nadu,Chennai,2001-01-01,4343645.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,604,district,Tamil Nadu,Kancheepuram,2001-01-01,2877468.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,605,district,Tamil Nadu,Vellore,2001-01-01,3477317.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,606,district,Tamil Nadu,Tiruvannamalai,2001-01-01,2186125.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,607,district,Tamil Nadu,Viluppuram,2001-01-01,2954156.22,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,608,district,Tamil Nadu,Salem,2001-01-01,3016346.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,609,district,Tamil Nadu,Namakkal,2001-01-01,1493462.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,610,district,Tamil Nadu,Erode,2001-01-01,2007116.25,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,611,district,Tamil Nadu,The Nilgiris,2001-01-01,762141.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,612,district,Tamil Nadu,Dindigul,2001-01-01,1931274.80,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,613,district,Tamil Nadu,Karur,2001-01-01,935686.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,614,district,Tamil Nadu,Tiruchirappalli,2001-01-01,2418366.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,615,district,Tamil Nadu,Perambalur,2001-01-01,487820.98,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,616,district,Tamil Nadu,Ariyalur,2001-01-01,695524.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,617,district,Tamil Nadu,Cuddalore,2001-01-01,2285395.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,618,district,Tamil Nadu,Nagapattinam,2001-01-01,1488839.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,619,district,Tamil Nadu,Thiruvarur,2001-01-01,1169474.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,620,district,Tamil Nadu,Thanjavur,2001-01-01,2216138.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,621,district,Tamil Nadu,Pudukkottai,2001-01-01,1459601.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,622,district,Tamil Nadu,Sivaganga,2001-01-01,1161572.78,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,623,district,Tamil Nadu,Madurai,2001-01-01,2584026.02,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,624,district,Tamil Nadu,Theni,2001-01-01,1093950.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,625,district,Tamil Nadu,Virudhunagar,2001-01-01,1746922.75,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,626,district,Tamil Nadu,Ramanathapuram,2001-01-01,1191982.25,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,627,district,Tamil Nadu,Thoothukkudi,2001-01-01,1592702.91,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,628,district,Tamil Nadu,Tirunelveli,2001-01-01,2703558.09,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,629,district,Tamil Nadu,Kanniyakumari,2001-01-01,1676034.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,630,district,Tamil Nadu,Dharmapuri,2001-01-01,1303329.69,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,631,district,Tamil Nadu,Krishnagiri,2001-01-01,1552970.31,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,632,district,Tamil Nadu,Coimbatore,2001-01-01,2921095.13,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
33,633,district,Tamil Nadu,Tiruppur,2001-01-01,1916883.82,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
35,638,district,Andaman & Nicobar Islands,Nicobars,2001-01-01,42068.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
35,639,district,Andaman & Nicobar Islands,North  & Middle Andaman,2001-01-01,105469.41,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
35,640,district,Andaman & Nicobar Islands,South Andaman,2001-01-01,208614.59,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,269,district,Nagaland,Kiphire,2001-01-01,102833.38,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,265,district,Nagaland,Dimapur,2001-01-01,308436.85,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,271,district,Nagaland,Peren,2001-01-01,89862.34,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,266,district,Nagaland,Phek,2001-01-01,148195.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,262,district,Nagaland,Mokokchung,2001-01-01,232085.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,263,district,Nagaland,Zunheboto,2001-01-01,154618.71,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,261,district,Nagaland,Mon,2001-01-01,260652.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,267,district,Nagaland,Tuensang,2001-01-01,187912.55,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,264,district,Nagaland,Wokha,2001-01-01,161223.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,268,district,Nagaland,Longleng,2001-01-01,123408.35,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
13,270,district,Nagaland,Kohima,2001-01-01,220808.80,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
