state_code,district_code,level_name,statename,districtname,date,value,variable,graph_title
1,19,district,Jammu & Kashmir,Udhampur,2011-01-01,554985.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
1,20,district,Jammu & Kashmir,Reasi,2011-01-01,314667.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
1,21,district,Jammu & Kashmir,Jammu,2011-01-01,1529958.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
1,22,district,Jammu & Kashmir,Samba,2011-01-01,318898.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,23,district,Himachal Pradesh,Chamba,2011-01-01,519080.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,24,district,Himachal Pradesh,Kangra,2011-01-01,1510075.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,25,district,Himachal Pradesh,Lahul & Spiti,2011-01-01,31564.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,26,district,Himachal Pradesh,Kullu,2011-01-01,437903.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,27,district,Himachal Pradesh,Mandi,2011-01-01,999777.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,28,district,Himachal Pradesh,Hamirpur,2011-01-01,454768.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,29,district,Himachal Pradesh,Una,2011-01-01,521173.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,30,district,Himachal Pradesh,Bilaspur,2011-01-01,381956.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,31,district,Himachal Pradesh,Solan,2011-01-01,580320.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,32,district,Himachal Pradesh,Sirmaur,2011-01-01,529855.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,33,district,Himachal Pradesh,Shimla,2011-01-01,814010.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
2,34,district,Himachal Pradesh,Kinnaur,2011-01-01,84121.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,35,district,Punjab,Gurdaspur,2011-01-01,2298323.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,36,district,Punjab,Kapurthala,2011-01-01,815168.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,37,district,Punjab,Jalandhar,2011-01-01,2193590.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,38,district,Punjab,Hoshiarpur,2011-01-01,1586625.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,39,district,Punjab,Shahid Bhagat Singh Nagar,2011-01-01,612310.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,40,district,Punjab,Fatehgarh Sahib,2011-01-01,600163.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,41,district,Punjab,Ludhiana,2011-01-01,3498739.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,42,district,Punjab,Moga,2011-01-01,995746.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,43,district,Punjab,Firozpur,2011-01-01,2029074.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,44,district,Punjab,Muktsar,2011-01-01,901896.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,45,district,Punjab,Faridkot,2011-01-01,617508.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,46,district,Punjab,Bathinda,2011-01-01,1388525.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,47,district,Punjab,Mansa,2011-01-01,769751.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,48,district,Punjab,Patiala,2011-01-01,1895686.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,49,district,Punjab,Amritsar,2011-01-01,2490656.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,50,district,Punjab,Tarn Taran,2011-01-01,1119627.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,51,district,Punjab,Rupnagar,2011-01-01,684627.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,52,district,Punjab,Sahibzada Ajit Singh Nagar,2011-01-01,994628.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,53,district,Punjab,Sangrur,2011-01-01,1655169.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
3,54,district,Punjab,Barnala,2011-01-01,595527.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
4,55,district,Chandigarh,Chandigarh,2011-01-01,1055450.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,56,district,Uttarakhand,Uttarkashi,2011-01-01,330086.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,57,district,Uttarakhand,Chamoli,2011-01-01,391605.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,58,district,Uttarakhand,Rudraprayag,2011-01-01,242285.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,59,district,Uttarakhand,Tehri Garhwal,2011-01-01,618931.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,60,district,Uttarakhand,Dehradun,2011-01-01,1696694.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,61,district,Uttarakhand,Garhwal,2011-01-01,687271.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,62,district,Uttarakhand,Pithoragarh,2011-01-01,483439.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,63,district,Uttarakhand,Bageshwar,2011-01-01,259898.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,64,district,Uttarakhand,Almora,2011-01-01,622506.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,65,district,Uttarakhand,Champawat,2011-01-01,259648.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,66,district,Uttarakhand,Nainital,2011-01-01,954605.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,67,district,Uttarakhand,Udham Singh Nagar,2011-01-01,1648902.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
5,68,district,Uttarakhand,Hardwar,2011-01-01,1890422.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,69,district,Haryana,Panchkula,2011-01-01,561293.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,70,district,Haryana,Ambala,2011-01-01,1128350.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,71,district,Haryana,Yamunanagar,2011-01-01,1214205.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,72,district,Haryana,Kurukshetra,2011-01-01,964655.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,73,district,Haryana,Kaithal,2011-01-01,1074304.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,74,district,Haryana,Karnal,2011-01-01,1505324.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,75,district,Haryana,Panipat,2011-01-01,1205437.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,76,district,Haryana,Sonipat,2011-01-01,1450001.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,77,district,Haryana,Jind,2011-01-01,1334152.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,78,district,Haryana,Fatehabad,2011-01-01,942011.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,79,district,Haryana,Sirsa,2011-01-01,1295189.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,80,district,Haryana,Hisar,2011-01-01,1743931.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,81,district,Haryana,Bhiwani,2011-01-01,1634445.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,82,district,Haryana,Rohtak,2011-01-01,1061204.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,83,district,Haryana,Jhajjar,2011-01-01,958405.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,84,district,Haryana,Mahendragarh,2011-01-01,922088.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,85,district,Haryana,Rewari,2011-01-01,900332.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,86,district,Haryana,Gurgaon,2011-01-01,1514432.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,87,district,Haryana,Mewat,2011-01-01,1089263.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,88,district,Haryana,Faridabad,2011-01-01,1809733.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
6,89,district,Haryana,Palwal,2011-01-01,1042708.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,90,district,NCT of Delhi,North West,2011-01-01,3656539.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,91,district,NCT of Delhi,North,2011-01-01,887978.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,92,district,NCT of Delhi,North East,2011-01-01,2241624.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,93,district,NCT of Delhi,East,2011-01-01,1709346.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,94,district,NCT of Delhi,New Delhi,2011-01-01,142004.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,95,district,NCT of Delhi,Central,2011-01-01,582320.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,96,district,NCT of Delhi,West,2011-01-01,2543243.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,97,district,NCT of Delhi,South West,2011-01-01,2292958.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
7,98,district,NCT of Delhi,South,2011-01-01,2731929.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,99,district,Rajasthan,Ganganagar,2011-01-01,1969168.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,100,district,Rajasthan,Hanumangarh,2011-01-01,1774692.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,101,district,Rajasthan,Bikaner,2011-01-01,2363937.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,102,district,Rajasthan,Churu,2011-01-01,2039547.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,103,district,Rajasthan,Jhunjhunun,2011-01-01,2137045.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,104,district,Rajasthan,Alwar,2011-01-01,3674179.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,105,district,Rajasthan,Bharatpur,2011-01-01,2548462.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,106,district,Rajasthan,Dhaulpur,2011-01-01,1206516.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,107,district,Rajasthan,Karauli,2011-01-01,1458248.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,108,district,Rajasthan,Sawai Madhopur,2011-01-01,1335551.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,109,district,Rajasthan,Dausa,2011-01-01,1634409.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,110,district,Rajasthan,Jaipur,2011-01-01,6626178.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,111,district,Rajasthan,Sikar,2011-01-01,2677333.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,112,district,Rajasthan,Nagaur,2011-01-01,3307743.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,113,district,Rajasthan,Jodhpur,2011-01-01,3687165.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,114,district,Rajasthan,Jaisalmer,2011-01-01,669919.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,115,district,Rajasthan,Barmer,2011-01-01,2603751.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,116,district,Rajasthan,Jalor,2011-01-01,1828730.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,117,district,Rajasthan,Sirohi,2011-01-01,1036346.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,118,district,Rajasthan,Pali,2011-01-01,2037573.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,119,district,Rajasthan,Ajmer,2011-01-01,2583052.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,120,district,Rajasthan,Tonk,2011-01-01,1421326.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,121,district,Rajasthan,Bundi,2011-01-01,1110906.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,122,district,Rajasthan,Bhilwara,2011-01-01,2408523.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,123,district,Rajasthan,Rajsamand,2011-01-01,1156597.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,124,district,Rajasthan,Dungarpur,2011-01-01,1388552.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,125,district,Rajasthan,Banswara,2011-01-01,1797485.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,126,district,Rajasthan,Chittaurgarh,2011-01-01,1544338.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,127,district,Rajasthan,Kota,2011-01-01,1951014.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,128,district,Rajasthan,Baran,2011-01-01,1222755.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,129,district,Rajasthan,Jhalawar,2011-01-01,1411129.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,130,district,Rajasthan,Udaipur,2011-01-01,3068420.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
8,131,district,Rajasthan,Pratapgarh,2011-01-01,867848.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,132,district,Uttar Pradesh,Saharanpur,2011-01-01,3466382.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,133,district,Uttar Pradesh,Muzaffarnagar,2011-01-01,4143512.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,134,district,Uttar Pradesh,Bijnor,2011-01-01,3682713.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,135,district,Uttar Pradesh,Moradabad,2011-01-01,4772006.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,136,district,Uttar Pradesh,Rampur,2011-01-01,2335819.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,137,district,Uttar Pradesh,Jyotiba Phule Nagar,2011-01-01,1840221.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,138,district,Uttar Pradesh,Meerut,2011-01-01,3443689.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,139,district,Uttar Pradesh,Baghpat,2011-01-01,1303048.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,140,district,Uttar Pradesh,Ghaziabad,2011-01-01,4681645.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,141,district,Uttar Pradesh,Gautam Buddha Nagar,2011-01-01,1648115.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,142,district,Uttar Pradesh,Bulandshahr,2011-01-01,3499171.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,143,district,Uttar Pradesh,Aligarh,2011-01-01,3673889.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,144,district,Uttar Pradesh,Mahamaya Nagar,2011-01-01,1564708.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,145,district,Uttar Pradesh,Mathura,2011-01-01,2547184.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,146,district,Uttar Pradesh,Agra,2011-01-01,4418797.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,147,district,Uttar Pradesh,Firozabad,2011-01-01,2498156.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,148,district,Uttar Pradesh,Mainpuri,2011-01-01,1868529.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,149,district,Uttar Pradesh,Budaun,2011-01-01,3681896.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,150,district,Uttar Pradesh,Bareilly,2011-01-01,4448359.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,151,district,Uttar Pradesh,Pilibhit,2011-01-01,2031007.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,152,district,Uttar Pradesh,Shahjahanpur,2011-01-01,3006538.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,153,district,Uttar Pradesh,Kheri,2011-01-01,4021243.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,154,district,Uttar Pradesh,Sitapur,2011-01-01,4483992.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,155,district,Uttar Pradesh,Hardoi,2011-01-01,4092845.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,156,district,Uttar Pradesh,Unnao,2011-01-01,3108367.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,157,district,Uttar Pradesh,Lucknow,2011-01-01,4589838.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,158,district,Uttar Pradesh,Rae Bareli,2011-01-01,3405559.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,159,district,Uttar Pradesh,Farrukhabad,2011-01-01,1885204.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,160,district,Uttar Pradesh,Kannauj,2011-01-01,1656616.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,161,district,Uttar Pradesh,Etawah,2011-01-01,1581810.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,162,district,Uttar Pradesh,Auraiya,2011-01-01,1379545.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,163,district,Uttar Pradesh,Kanpur Dehat,2011-01-01,1796184.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,164,district,Uttar Pradesh,Kanpur Nagar,2011-01-01,4581268.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,165,district,Uttar Pradesh,Jalaun,2011-01-01,1689974.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,166,district,Uttar Pradesh,Jhansi,2011-01-01,1998603.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,167,district,Uttar Pradesh,Lalitpur,2011-01-01,1221592.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,168,district,Uttar Pradesh,Hamirpur,2011-01-01,1104285.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,169,district,Uttar Pradesh,Mahoba,2011-01-01,875958.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,170,district,Uttar Pradesh,Banda,2011-01-01,1799410.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,171,district,Uttar Pradesh,Chitrakoot,2011-01-01,991730.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,172,district,Uttar Pradesh,Fatehpur,2011-01-01,2632733.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
9,173,district,Uttar Pradesh,Pratapgarh,2011-01-01,3209141.00,"sector : total; Caste : Total; Gender : Total","Population by Caste, Gender & Sector (Persons, Source: Census)"
